2022-03-11 14:43:07.067 | INFO     | modules.Project:GetPndPdfPro:46 - 创建PDF,c1b7ee87189c45c983c53449231c5942
2022-03-11 14:43:07.198 | INFO     | modules.Project:MakePDF:72 - 项目信息查询成功--->>>projectId:c1b7ee87189c45c983c53449231c5942,agentId:62109854267743e6b6420879dee0a0f8,projectInfo:{'brokeName': 'Macly Group', 'mainImage': '/upload/broke/5cb3b4b34ffc47d8915a2daa367dbc70/c1b7ee87189c45c983c53449231c5942/imgs/20220311/1e8a2827-9239-4f98-9326-f2a2c1bd2b43.jpg', 'projectArea': 'OTHERS', 'district': 'D09', 'snapshotLogo': '/upload/broke/5cb3b4b34ffc47d8915a2daa367dbc70/imgs/3c3957e8902046b3bb7e5278b239e06d.png', 'currencySymbol': '￥', 'completionDate': '2023-01-15 00:00:00', 'projectName': 'The Iveria (D09)', 'unitsNum': '51', 'tenure': '30 Years', 'url': None},unitInfo:[{'bedrooms': '3', 'number': 42, 'price': 1111111.0}, {'bedrooms': '4', 'number': 12, 'price': 1111132.0}],agentInfo:{'agentId': '62109854267743e6b6420879dee0a0f8', 'regNum': None, 'mobile': '123', 'logo': None, 'agentName': 'Ken Chen', 'email': 'ken.chensh@audax.com.sg'}
2022-03-11 14:43:07.224 | INFO     | modules.Project:MakePDF:104 - 项目区域销售图查询成功--->>>[{'districtName': 'D09', 'logo': '/upload/broke/pnd/logo/20220311/205f1e8488794dae8b8165f797ca1494.png', 'pdfType': 1}]
2022-03-11 14:43:07.239 | INFO     | modules.Project:MakePDF:113 - PDF文件　页面图片查询成功--->>>[]
2022-03-11 14:43:07.345 | INFO     | modules.Project:MakePDF:121 - RCR查询成功--->>>[]
2022-03-11 14:43:07.481 | INFO     | modules.Project:MakePDF:127 - CCR查询成功--->>>[]
2022-03-11 14:43:07.557 | INFO     | modules.Project:MakePDF:133 - OCR查询成功--->>>[]
2022-03-11 14:44:27.028 | INFO     | modules.Project:GetPndPdfPro:46 - 创建PDF,c1b7ee87189c45c983c53449231c5942
2022-03-11 14:44:27.106 | INFO     | modules.Project:MakePDF:72 - 项目信息查询成功--->>>projectId:c1b7ee87189c45c983c53449231c5942,agentId:62109854267743e6b6420879dee0a0f8,projectInfo:{'brokeName': 'Macly Group', 'mainImage': '/upload/broke/5cb3b4b34ffc47d8915a2daa367dbc70/c1b7ee87189c45c983c53449231c5942/imgs/20220311/1e8a2827-9239-4f98-9326-f2a2c1bd2b43.jpg', 'projectArea': 'OTHERS', 'district': 'D09', 'snapshotLogo': '/upload/broke/5cb3b4b34ffc47d8915a2daa367dbc70/imgs/3c3957e8902046b3bb7e5278b239e06d.png', 'currencySymbol': '￥', 'completionDate': '2023-01-15 00:00:00', 'projectName': 'The Iveria (D09)', 'unitsNum': '51', 'tenure': '30 Years', 'url': None},unitInfo:[{'bedrooms': '3', 'number': 42, 'price': 1111111.0}, {'bedrooms': '4', 'number': 12, 'price': 1111132.0}],agentInfo:{'agentId': '62109854267743e6b6420879dee0a0f8', 'regNum': None, 'mobile': '123', 'logo': None, 'agentName': 'Ken Chen', 'email': 'ken.chensh@audax.com.sg'}
2022-03-11 14:44:27.136 | INFO     | modules.Project:MakePDF:104 - 项目区域销售图查询成功--->>>[{'districtName': 'D09', 'logo': '/upload/broke/pnd/logo/20220311/205f1e8488794dae8b8165f797ca1494.png', 'pdfType': 1}]
2022-03-11 14:44:27.152 | INFO     | modules.Project:MakePDF:113 - PDF文件　页面图片查询成功--->>>[]
2022-03-11 14:44:27.293 | INFO     | modules.Project:MakePDF:121 - RCR查询成功--->>>[]
2022-03-11 14:44:27.428 | INFO     | modules.Project:MakePDF:127 - CCR查询成功--->>>[]
2022-03-11 14:44:27.499 | INFO     | modules.Project:MakePDF:133 - OCR查询成功--->>>[]
2022-03-11 14:45:09.849 | INFO     | modules.Project:GetPndPdfPro:46 - 创建PDF,c1b7ee87189c45c983c53449231c5942
